PIN_NUM,Permit Type Mapped,Work Class,Proposed Work Description,Applied Date,Issued Date,Estimated Project Cost,CO Issued Date,Month Issued,Year Issued,Current Status,Permit Number
1716331897,Building,Photovoltaic (Solar Panel),Installation of roof mounted PV solar array via DOI opt 2,8/13/2021,8/17/2021,23915,,8,2021,Complete,BLDR-039518-2021
1716330603,Building,Alteration/Repairs,"KITCHEN RENOVATION: NEW CABINETS, TOPS, APPLIANCES, FLOORS",9/17/2020,,28739.2,,,,Complete,BLDR-038282-2020
1716330603,Building,Alteration/Repairs,RENO AT EXISTING MASTER BATHROOM AND HALL BATHROOM. ALL FIXTURES AND FLOORING TO BE REPLACED.,7/21/2021,7/30/2021,4924.8,,7,2021,Complete,BLDR-035398-2021
1716330603,Building,Alteration/Repairs,RENOVATE BATHROOM IN EXISTING FINISHED BASEMENT. ALL FIXTURES AND FLOORING TO BE REPLACED.,8/30/2021,9/3/2021,4924.8,,9,2021,Complete,BLDR-041850-2021
1716311496,Building,Alteration/Repairs,KITCHEN RENOVATION,10/17/2016,10/20/2016,0,42663,10,2016,Complete,135248
1716311496,Building,Deck/Porch,CONSTRUCT A 224SF SCREENED IN DECK,6/29/2021,7/14/2021,0,,7,2021,Complete,BLDR-031614-2021
1716311373,Building,Deck/Porch,Replacing a deck with a screened porch directly adjacent to the sunroom in the northwest corner of t,8/29/2025,9/22/2025,45000,,9,2025,Issued,BLDR-040296-2025
1716310370,Building,Other,DECK AND SCREENED IN PORCH,4/8/2010,4/8/2010,19250,,4,2010,INACTIVE (INSPECTIONS COMPLETED),085744
1716310370,Building,Alteration/Repairs,REMOVE AND REPLACE 17 WINDOWS. SAME SIZE. NO STRUCTURE CHANGE.,12/14/2023,,19599,,,,Submitted - Online,BLDR-060621-2023
1716279064,Building,Alterations/repairs,ROOF MOUNTED SOLAR PV INSTALLATION,7/17/2018,7/17/2018,10000,43322.50904,7,2018,INACTIVE (INSPECTIONS COMPLETED),150803
1716270332,Building,Other,24 X 12 SHED,6/19/2013,6/20/2013,6541,,6,2013,INACTIVE (INSPECTIONS COMPLETED),107442
1716270332,Building,Alterations/repairs,INTERIOR RENOVATIONS,8/18/2008,8/18/2008,18300,39799.76399,8,2008,INACTIVE (INSPECTIONS COMPLETED),077265
1716270332,Building,Alterations/repairs,KITCHEN RENOVATION W/ ELECTRICAL UPGRADE,11/20/2007,11/28/2007,35000,39490.89737,11,2007,INACTIVE (INSPECTIONS COMPLETED),071323
1716230560,Building,Alterations/repairs,HALL & BASEMENT BATHROOM REMODELS,10/28/2016,10/28/2016,15000,42705.53551,10,2016,INACTIVE (INSPECTIONS COMPLETED),135512
1716230560,Building,Alteration/Repairs,KITCHEN RENOVATION,8/20/2015,8/21/2015,0,42237,8,2015,Complete,124681
1716230560,Building,Alteration/Repairs,MASTER BATHROOM REMODEL; PLEASE SEE COMMENTS,12/2/2016,12/2/2016,0,42706,12,2016,Complete,136366
1716229514,Building,Alterations/repairs,REMODEL KITCHEN,8/14/2014,8/14/2014,12000,41950.53199,8,2014,INACTIVE (INSPECTIONS COMPLETED),116174
1716229514,Building,Other,"SCREEN PORCH, DECK",5/5/2005,5/5/2005,17000,,5,2005,INACTIVE (INSPECTIONS COMPLETED),046533
1716229411,Building,Addition,3 SEASON RM,9/29/2009,9/29/2009,22000,40227.57248,9,2009,INACTIVE (INSPECTIONS COMPLETED),083034
1716229311,Building,Other,SCREEN PORCH ON EXISTING UPPER DECK,7/16/2012,7/17/2012,15000,,7,2012,INACTIVE (INSPECTIONS COMPLETED),100637
1716222377,Building,Detached Accessory Building,16X20 DETACHED WORKSHOP,9/2/2014,9/4/2014,13000,,9,2014,INACTIVE (INSPECTIONS COMPLETED),116556
1716222377,Building,Addition,"600 sf addition to include: bedroom, bathroom, closet, half bath, laundry/mudroom, side porch and ou",11/21/2023,1/4/2024,127119.12,,1,2024,Complete,BLDR-057450-2023
1716222108,Building,Alterations/repairs,"KITCHEN RENO, MOVE LAUNDRY, POWDER RM",3/7/2013,3/7/2013,55000,41411.5201,3,2013,INACTIVE (INSPECTIONS COMPLETED),105103
1716222108,Building,Alterations/repairs,REMOVAL OF WALL BETWEEN LIVING ROOM & DEN,8/24/2011,8/24/2011,28000,40843.50627,8,2011,INACTIVE (INSPECTIONS COMPLETED),094727
1716222108,Building,Alteration/Repairs,"12 Mil liner, 1 dedicated 20 amp GFI, 1-4 inch air supply vent, spray foam insulation (docs on site)",10/6/2021,10/12/2021,11783,,10,2021,Complete,BLDR-048088-2021
1716221108,Building,Accessory Structure,BUILD A 12'X16' STORAGE BUILDING IN BACKYARD,8/20/2020,,7772.16,,,,In Review,BLDR-034176-2020
1716218624,Building,Deck/Porch,"Build 16X16' screened porch with gabled roof 10'9"" higher than deck surface.  New footer required; t",1/31/2023,3/17/2023,29600,,3,2023,Complete,BLDR-004298-2023
1716218396,Building,Alterations/repairs,KITCHEN REMODEL,8/15/2016,8/15/2016,125,,8,2016,ACTIVE  (ISSUED),133788
1716218396,Building,Alteration/Repairs,CONVERT UNFINISHED STORAGE INTO 1/2 BATH,7/17/2018,7/17/2018,1241,43298,7,2018,Complete,150796
1716217435,Building,Alterations/repairs,"FINISH HALF GARAGE, ADD LAUNDRY ROOM & HTG",4/20/2004,4/20/2004,10000,38416.56971,4,2004,INACTIVE (INSPECTIONS COMPLETED),036100
1716202391,Building,Addition,BEDROOM & FAMILY ROOM,12/7/2011,12/7/2011,18000,40973.55609,12,2011,INACTIVE (INSPECTIONS COMPLETED),096506
1716202391,Building,Other,DECK,3/2/2012,3/2/2012,2500,,3,2012,INACTIVE (INSPECTIONS COMPLETED),098093
1716180176,Building,Other,REPLACE EXISTING DECK,2/21/2012,2/22/2012,2500,,2,2012,INACTIVE (INSPECTIONS COMPLETED),097683
1716178587,Building,Addition,CONVERT DECK INTO A SUN ROOM,4/25/2003,4/28/2003,12000,37812.50413,4,2003,INACTIVE (INSPECTIONS COMPLETED),027245
1716177437,Building,Addition,ADDITION W/ BATHROOM AND CONNECTOR,8/5/2015,8/13/2015,68000,42360.59319,8,2015,INACTIVE (INSPECTIONS COMPLETED),124262
1716167329,Building,Addition,Adding 7'x6' attached storage shed to back right corner of home and Adding 8' x 4'7 front porch roof,6/11/2021,,4310.46,,0,0,In Review,BLDR-028657-2021
1716167329,Building,Deck/Porch,"Construction an 8' x4'7"" gable roof over existing front porch masonry stoop",6/29/2021,7/12/2021,5200,,7,2021,Complete,BLDR-031642-2021
1716152269,Building,Other,ENCLOSING EXISTING DECK TO SUNROOM ADD ROOF,11/8/2013,2/3/2014,10430,,2,2014,INACTIVE (INSPECTIONS COMPLETED),110625
1716152269,Building,New Building,TOWNHOUSE LOT 4,9/5/2001,11/29/2001,154720,41716.51935,11,2001,INACTIVE (INSPECTIONS COMPLETED),013456
1716152256,Building,New Building,TOWNHOUSE LOT 3,9/5/2001,11/29/2001,144941,,11,2001,INACTIVE (INSPECTIONS COMPLETED),013453
1716128801,Building,Addition,SUNROOM,2/26/2002,2/26/2002,25000,37400.53819,2,2002,INACTIVE (INSPECTIONS COMPLETED),016978
1716117803,Building,Addition,MASTER SUITE ADDITION,9/28/2016,9/28/2016,0,42641,9,2016,Complete,134774
1716099204,Building,Alterations/repairs,RE-ROOFING,6/23/2010,6/25/2010,20000,40387.54397,6,2010,INACTIVE (INSPECTIONS COMPLETED),087197
1716089325,Building,Other,REPLACE EXISTING DECK,4/7/2017,5/1/2017,4100,,5,2017,ACTIVE  (ISSUED),139507
1716086013,Building,Deck/Porch,Removal of existing deck and replacement of a new deck of the same size and in the same location.,2/7/2023,4/14/2023,10850,,4,2023,Complete,BLDR-005501-2023
1716074149,Building,Alterations/repairs,LIFT HOUSE & EXTRA FOUNDATION BUILT,11/1/2000,11/3/2000,10000,36922.78323,11,2000,INACTIVE (INSPECTIONS COMPLETED),005577
1716073383,Building,Alterations/repairs,KITCHEN REMODEL,6/15/2016,6/15/2016,22000,42639.49087,6,2016,INACTIVE (INSPECTIONS COMPLETED),132165
1716073383,Building,Other - Resd,DECK AND PATIO,9/24/2018,,0,,,,REVIEW IN PROGRESS,152405
1716073383,Building,Addition,WORKSHOP ADDITION/HVAC MINI SPLIT,3/26/2018,4/17/2018,18320,43207,4,2018,Complete,147828
1716072376,Building,Alterations/repairs,RENOVATE KITCHEN & REMOVE WALL,7/10/2014,7/14/2014,32000,,7,2014,INACTIVE (INSPECTIONS COMPLETED),115433
1716038906,Building,Alterations/repairs,REPLACE WINDOW WITH DOOR,5/30/2013,5/30/2013,600,,5,2013,INACTIVE (INSPECTIONS COMPLETED),107018
1716038906,Building,Alteration/Repairs,"Installation of 16 replacement windows and 1 patio door,",2/11/2026,2/17/2026,75087.87,,2,2026,Issued,BLDR-006018-2026
1716026798,Building,Other,DECK,6/22/2017,6/22/2017,5000,,6,2017,INACTIVE (INSPECTIONS COMPLETED),141206
1716026798,Building,Alteration/Repairs,DECK,6/21/2017,6/23/2017,0,,6,2017,Complete,141147
1716026798,Building,Accessory Structure,DECK AND STEPS,3/15/2017,3/20/2017,0,,3,2017,Complete,138837
1716024165,Building,Other,COVERED PORCH,5/31/2002,6/3/2002,7500,,6,2002,INACTIVE (INSPECTIONS COMPLETED),019803
1716020683,Building,Alterations/repairs,ATTIC INSULATION,7/13/2009,7/14/2009,1055,40042.51376,7,2009,INACTIVE (INSPECTIONS COMPLETED),081834
1716006192,Building,Alterations/repairs,KITCHEN REMODEL,2/25/2013,3/15/2013,28000,41409.56056,3,2013,INACTIVE (INSPECTIONS COMPLETED),104815
1715973730,Building,NON-CONSTRUCTION INSPECTION,FIRE DAMAGE INSPECTION,2/20/2018,2/20/2018,0,,2,2018,INACTIVE (INSPECTIONS COMPLETED),146992
1715973730,Building,Alteration/Repairs,REPAIR FIRE DAMAGE,2/23/2018,2/26/2018,40553,43157,2,2018,Complete,147097
1715958484,Building,Alteration/Repairs,"Repair/replace the HVAC, floor joists and subfloor, wall band, drywall, insulation, electrical wirin",11/30/2020,3/18/2021,0,,3,2021,Complete,BLDR-049405-2020
1715884253,Building,Accessory Structure,"16x16 out building with new electrical.
First Floor- Shop area
Second Floor- Storage area",11/2/2022,3/18/2023,12966.4,,3,2023,Complete,BLDR-054966-2022
1715884253,Building,Deck/Porch,new exterior deck 16x22,10/13/2023,10/24/2023,4500,,10,2023,Complete,BLDR-051286-2023
1715840395,Building,Addition,SUNROOM AND WALK IN CLOSET IN MASTER BEDROOM,7/16/2001,7/16/2001,44900,37181.55023,7,2001,INACTIVE (INSPECTIONS COMPLETED),012059
1715840395,Building,Alteration/Repairs,"Scope of project: add additional half bath room to existing space within front room of house, as wel",11/8/2024,11/19/2024,4435.83,,11,2024,Complete,BLDR-055265-2024
1715757475,Building,Deck/Porch,Remove existing 12 x24 ft deck. Replace with new deck the same with roof cover and 6x6ft landing per,11/1/2023,11/29/2023,28000,,11,2023,Complete,BLDR-054327-2023
1715746410,Building,Detached Accessory Building,SHED,4/16/2004,4/16/2004,10000,,4,2004,INACTIVE (INSPECTIONS COMPLETED),036001
1715582637,Building,Alterations/repairs,INSTALL SOLAR SYSTEM ON ROOF,5/17/2012,5/17/2012,27192,41066.49102,5,2012,INACTIVE (INSPECTIONS COMPLETED),099502
1715582637,Building,Other,KITCHEN CABINETS,11/12/2008,11/14/2008,17606,,11,2008,INACTIVE (INSPECTIONS COMPLETED),078589
1715477250,Building,Other,12 X 12 DECK,5/20/2013,5/21/2013,2000,,5,2013,INACTIVE (INSPECTIONS COMPLETED),106802
1715477250,Building,Alterations/repairs,REPAIR FIRE DAMAGE,9/22/2005,10/27/2005,27000,38736.89427,10,2005,INACTIVE (INSPECTIONS COMPLETED),050625
1715477250,Building,NON-CONSTRUCTION INSPECTION,FIRE DAMAGE INSPECTION,9/19/2005,9/19/2005,0,38736.89427,9,2005,INACTIVE (INSPECTIONS COMPLETED),050541
1715354292,Building,Alteration/Repairs,FOUNDATION REPAIR,2/28/2018,3/29/2019,0,,3,2019,Expired-Closed,147203
1715354292,Building,Alteration/Repairs,INTERIOR REMODEL,2/14/2018,2/28/2018,16126,43159,2,2018,Complete,146859
1715297994,Building,Alteration/Repairs,Repairs to framing and electrical resulting from tree impact on the left side of home affecting the,1/11/2024,1/17/2024,26411.84,,1,2024,Complete,BLDR-001933-2024
1715204812,Building,NON-CONSTRUCTION INSPECTION,FIRE DAMAGE INSPECTION,8/30/2011,8/30/2011,0,40897.58403,8,2011,INACTIVE (INSPECTIONS COMPLETED),094838
1715204812,Building,Alterations/repairs,REPAIR FIRE DAMAGE,8/31/2011,9/16/2011,118000,40897.58403,9,2011,INACTIVE (INSPECTIONS COMPLETED),094858
1715195922,Building,Alterations/repairs,KITCHEN REMODEL & FAMILY ROOM,10/11/2011,10/11/2011,75000,40948.54502,10,2011,INACTIVE (INSPECTIONS COMPLETED),095574
1715195922,Building,Addition,"ADDITION, DINING LAUNDRY SCREENPORCH, DECK",10/11/2011,10/11/2011,75000,40948.54502,10,2011,INACTIVE (INSPECTIONS COMPLETED),095573
1715108493,Building,Alteration/Repairs,"Fire Damage Repair -Zoning 045135-2021 - Less than 50% -   Replaced hot water heater,  add new water",11/15/2021,11/16/2021,10944,,11,2021,Expired-Closed,BLDR-054506-2021
1715083899,Building,Deck/Porch,Remove existing12x16 deck and frame back same size 12x16 with stairs to grade.,1/29/2024,2/12/2024,16450,,2,2024,Complete,BLDR-004852-2024
1715002085,Building,New Residential Dwelling,"Build new SFD
NTF: Demo-010826-2025, Crawl space, Screen porch, Gas fireplace, Masonry fireplace. EL",4/3/2025,6/16/2025,664529.58,,6,2025,Complete,BLDR-014779-2025
1714932232,Building,Alteration/Repairs,"INTERIOR RENOVATION - remodeling kitchen, 2 bathrooms, flooring,drywall and removing load bearing wa",2/12/2020,2/20/2020,50293.6,,2,2020,Complete,BLDR-005914-2020
1714926709,Building,Other - Resd,REPLACING EXSITING DECK,7/12/2017,7/14/2017,1000,,7,2017,INACTIVE (INSPECTIONS COMPLETED),141704
1714926709,Building,Alteration/Repairs,"ADDING STEPS, CONCRETE & FENCE",7/18/2017,8/16/2017,0,,8,2017,Complete,141857
1714926709,Building,Alteration/Repairs,INTERIOR RENOVATION,6/23/2017,6/23/2017,0,42909,6,2017,Complete,141247
1714918002,Building,Other,SUNROOM,6/1/2009,6/1/2009,25000,,6,2009,INACTIVE (INSPECTIONS COMPLETED),081170
1714913405,Building,Alteration/Repairs,"Community Development;
Upgrade Electrical and plumbibg.  Changeovt mechanical.  Replace windows.  In",7/8/2024,7/11/2024,40233.6,,7,2024,Issued,BLDR-033543-2024
1714856443,Building,New Building,SFD,1/29/2002,4/12/2002,90000,37532.55204,4,2002,INACTIVE (INSPECTIONS COMPLETED),016375
1714852947,Building,Alterations/repairs,STORM DAMAGE - ROOF & ELECTRICAL REPAIR,5/16/2011,5/16/2011,7000,,5,2011,INACTIVE (INSPECTIONS COMPLETED),092524
1714828389,Building,Alteration/Repairs,SEALED CRAWL SPACE,6/11/2018,6/12/2018,0,43263,6,2018,Complete,149793
1714825967,Building,Alterations/repairs,ATTIC INSULATION,12/11/2013,12/11/2013,2350,41649.56525,12,2013,INACTIVE (INSPECTIONS COMPLETED),111201
1714818196,Building,Other,DECK,3/10/2004,3/10/2004,500,,3,2004,INACTIVE (INSPECTIONS COMPLETED),034925
1714817747,Building,Alteration/Repairs,"Update interior spaces to include: bathroom- new cabinets, tops, toilet; Kitchen- reconfigue kitchen",11/11/2022,11/30/2022,11632.48,,11,2022,Complete,BLDR-056648-2022
1714809357,Building,Deck/Porch,10' x 15' Front Deck w/ Steps to Grade AND 5' x 5' back landing with 3 steps down to 10' x 10' back,10/29/2025,2/23/2026,23733,,2,2026,Issued,BLDR-049641-2025
1714805599,Building,Alteration/Repairs,"REF ZONE-048426-2024-
Reconstruction after fire loss. Going back like for like, no structural change",12/23/2024,1/2/2025,68499.2,,1,2025,Issued,BLDR-061963-2024
1714805072,Building,Deck/Porch,"Building a deck 10.2 x 6""",10/14/2022,5/10/2023,2450,,5,2023,Issued,BLDR-052278-2022
1714758941,Building,Alterations/repairs,"REPAIR STORM DAMAGE[HOUSE, DECK]",12/14/2011,12/14/2011,70000,41052.5162,12,2011,INACTIVE (INSPECTIONS COMPLETED),096645
1714756358,Building,Alteration/Repairs,Dividing one large bathroom into two smaller bathrooms. Adding shower stall to have bathroom and mov,1/23/2020,2/4/2020,92273.36,,2,2020,Complete,BLDR-002944-2020
1714751993,Building,Alteration/Repairs,"FULL RENOVATION OF BATHROOM, LAUNDRY ROOM AND KITCHEN",3/9/2020,3/12/2020,20528,,3,2020,Complete,BLDR-009837-2020
1714751039,Building,Alteration/Repairs,ROOF MOUNTED SOLAR ARRAY,2/16/2018,2/16/2018,0,43147,2,2018,Complete,146950
1714739970,Building,Alteration/Repairs,"Exterior and Interior Painting, Electrical Updates, New Cabinets, Mechanical HVAC, Plumbing, Floorin",9/15/2025,10/5/2025,164616,,10,2025,Complete,BLDR-042557-2025
1714734059,Building,Addition,"BEDROOM , BATH & WALK IN CLOSET",6/10/2002,6/10/2002,35000,37608.54818,6,2002,INACTIVE (INSPECTIONS COMPLETED),020059
1714712491,Building,Addition,FULL BATHROOM ADDITION,2/29/2016,3/4/2016,0,,3,2016,Complete,129143
1714623529,Building,Alteration/Repairs,Foundation repair using the installation of 3 helical piers.,8/12/2025,8/26/2025,9035.26,,8,2025,Complete,BLDR-037270-2025
1714621896,Building,Other,REBUILD CARPORT,8/11/2015,8/12/2015,4000,,8,2015,INACTIVE (INSPECTIONS COMPLETED),124351
1714534177,Building,Alterations/repairs,REPAIR STORM DAMAGE,6/6/2011,6/6/2011,68000,40756.50074,6,2011,INACTIVE (INSPECTIONS COMPLETED),093031
1714478321,Building,Other,8X16 COVERED PORCH ADDING TO 5' WALK WAY DECK,11/5/2015,11/9/2015,7000,,11,2015,ACTIVE  (ISSUED),126658
1714478321,Building,Addition,"EXTEND TO LIVING ROOM, BATHROOM",1/12/2010,1/13/2010,3500,40392.49716,1,2010,INACTIVE (INSPECTIONS COMPLETED),084450
1714469930,Building,Alterations/repairs,INTERIOR RENOVATION,1/18/2018,1/18/2018,55962,43174.48785,1,2018,INACTIVE (INSPECTIONS COMPLETED),146169
1714466685,Building,Alterations/repairs,REPLACEMENT WINDOWS,11/3/2009,11/6/2009,2927,,11,2009,INACTIVE (INSPECTIONS COMPLETED),083519
1714466568,Building,Accessory Structure,Building a 10' x 16' storage shed.,3/10/2023,4/21/2023,8104,,4,2023,Complete,BLDR-011585-2023
1714463996,Building,Other,DECK,9/30/2015,10/28/2015,6000,,10,2015,INACTIVE (INSPECTIONS COMPLETED),125807
1714463996,Building,Alterations/repairs,INTERIOR RENOVATION,9/30/2015,10/28/2015,4000,42682.53464,10,2015,INACTIVE (INSPECTIONS COMPLETED),125803
1714463996,Building,Addition,ADDITION,9/30/2015,10/28/2015,0,42305,10,2015,Complete,125805
1714460033,Building,Alterations/repairs,INSTALL OF HELICAL PIERS FOR FOUNDATION,5/2/2018,5/3/2018,2850,,5,2018,ACTIVE  (ISSUED),148822
1714460033,Building,Alteration/Repairs,"Remove the load bearing walls to open floor space in the kitchen, dining, and living areas.

remove",12/27/2023,1/11/2024,43536,,1,2024,Complete,BLDR-061865-2023
1714431285,Building,Addition,"ADDITION MASTER BEDROOM, BATH & GARAGE",10/27/2015,3/3/2016,0,42432,3,2016,Complete,126378
1714420256,Building,Addition,Proposed Carport Addition and New Driveway.,8/6/2025,10/9/2025,31317.62,,10,2025,Issued,BLDR-036433-2025
1714417563,Building,Addition,"Master Suite Addition including master bath  Interior Renovation new plumbing, new electrical new HV",4/1/2019,8/9/2019,138977,,8,2019,Issued,156878
1714417563,Building,Other - Resd,DECK AND NEW PORCH,4/4/2019,,1800,,,,REVIEW IN PROGRESS,156975
1714417563,Building,Alteration/Repairs,INSTALL 5 SMARTJACKS AND 16 FT OF STEEL BEAM TO HELP SUPPORT FLOOR,5/21/2021,6/1/2021,0,,6,2021,Expired-Closed,BLDR-024806-2021
1714400342,Building,New Single Family Dwelling,"New Single Family Lot 3  East College Park.  Sealed Crawl Space, Outdoor storage, Deck",9/16/2019,1/30/2020,170160.54,,1,2020,Complete,BLDR-014000-2019
1714400342,Building,Deck/Porch,increase size of approved deck from 8x10 to 8x16,7/1/2020,,0,,,,Complete,BLDR-026238-2020
1714366618,Building,Alteration/Repairs,"RENOVATION OF HEATED BASEMENT. MOVING ONE WALL 12"" TO MAKE ROOM FOR A SHOWER IN THE ESTABLISHED 1/2",10/9/2020,,0,,,,Complete,BLDR-041759-2020
1714364491,Building,Addition,ENCLOSE PORCH- SUNROOM,7/8/2004,7/8/2004,600,38184.5423,7,2004,INACTIVE (INSPECTIONS COMPLETED),038462
1714361118,Building,Addition,SCREENED PORCH/DECK,10/7/2008,10/7/2008,7300,39805.51961,10,2008,INACTIVE (INSPECTIONS COMPLETED),078110
1714361118,Building,Alteration/Repairs,CARPORT/PORCH/REPLACE DRIVEWAY,6/27/2016,7/21/2016,0,,7,2016,Complete,132427
1714349294,Building,Alteration/Repairs,Removing and reinstalling in the existing frame 11 new replacement Casement windows. This job requir,6/30/2023,7/7/2023,12723.025,,7,2023,Issued,BLDR-032820-2023
1714344057,Building,Addition,GARAGE ADDITION,4/30/2009,4/30/2009,2200,,4,2009,INACTIVE (INSPECTIONS COMPLETED),080664
1714344057,Building,Other,STORAGE BLDG.,4/30/2008,4/30/2008,1000,,4,2008,INACTIVE (INSPECTIONS COMPLETED),074859
1714303320,Demolition,Demolition [Residential],DEMOLISH SFD,5/7/2018,5/7/2018,0,,5,2018,Complete,148895
1714303320,Building,New Single Family Dwelling,SFD,3/21/2018,6/1/2018,188832,43252,6,2018,Complete,147708
1714267025,Building,Addition,Replace Expired Group:367995-Replace Expired Group,2/19/2018,2/19/2018,60000,,2,2018,ACTIVE  (ISSUED),146976
1714267025,Building,Addition,"Replace Expired Group:200018-NEW ADD.,ENCLOSED CAR",8/31/2015,8/31/2015,60000,,8,2015,INACTIVE (INSPECTIONS COMPLETED),124922
1714267025,Building,Addition,"NEW ADD.,ENCLOSED CARPORT, UPGRADE EL SERVICE",12/19/2008,12/19/2008,60000,,12,2008,INACTIVE (INSPECTIONS COMPLETED),079026
1714267025,Building,Addition,ATTACHED GARAGE; UPGRADE ELEC,1/14/2008,,6000,,,,REVIEW IN PROGRESS,072368
1714267025,Building,Pool/Spa,"INSTALL A 10X14 INGROUND PLUNGE POOL, PATIO AND TERRACE AROUND THE POOL. PRIVACY WALLS AND PATIO W/",8/13/2021,,0,,0,0,In Review,BLDR-039597-2021
1714267025,Building,Pool/Spa,Install a fiberglass plunge pool surrounded by masonry walls with stone veneer and stone patio.   Wo,3/22/2024,6/2/2024,35000,,6,2024,Expired-Closed,BLDR-013866-2024
1714266540,Building,Alterations/repairs,REMOVE & REPLACE SIDING/  WINDOWS/SHINGLES,7/8/2016,7/8/2016,22291,42590.46905,7,2016,INACTIVE (INSPECTIONS COMPLETED),132670
1714266540,Building,Alteration/Repairs,Repairing floor joist and insulation in bedroom due to water loss,10/13/2022,10/26/2022,15299.24,,10,2022,Complete,BLDR-051932-2022
1714252399,Building,Detached Accessory Building,CONVERT EXISTING GARAGE INTO WORKSHOP,6/1/2015,6/1/2015,5000,,6,2015,INACTIVE (INSPECTIONS COMPLETED),122534
1714252399,Building,Detached Accessory Building,DETACHED GARAGE,5/29/2012,5/29/2012,25000,,5,2012,INACTIVE (INSPECTIONS COMPLETED),099703
1714252399,Building,Other,NEW DECK,1/23/2012,1/23/2012,1000,,1,2012,INACTIVE (INSPECTIONS COMPLETED),097191
1714252399,Building,Alterations/repairs,INTERIOR ALTERATIONS,12/13/2011,12/13/2011,23000,40970.57032,12,2011,INACTIVE (INSPECTIONS COMPLETED),096629
1714251827,Building,Other,DECK,4/22/2008,4/22/2008,6400,,4,2008,INACTIVE (INSPECTIONS COMPLETED),074654
1714251827,Building,Addition,ADDITION & DECK,1/5/2006,1/5/2006,26000,38834.5949,1,2006,INACTIVE (INSPECTIONS COMPLETED),052960
1714251827,Building,Alteration/Repairs,SCREEN PORCH,10/2/2018,10/15/2018,0,,10,2018,Complete,152581
1714251827,Building,Addition,MASTER BEDROOM EXTENSION,10/2/2018,10/15/2018,28789,43388,10,2018,Complete,152580
1714251827,Building,Addition,ADDITION: Adding space in the form of the following: Carport with breezeway connecting to the existi,11/26/2024,5/7/2025,66044.58,,5,2025,Issued,BLDR-057997-2024
1714250415,Building,Alteration/Repairs,"In accordance with the engineer report, we will repair the foundation and crawlspace structure. No e",12/5/2025,12/11/2025,9000,,12,2025,Issued,BLDR-054753-2025
1714240159,Building,Other,EXEND AND COVER FRONT PORCH,4/13/2012,4/13/2012,1700,,4,2012,INACTIVE (INSPECTIONS COMPLETED),098821
1714240159,Building,Other - Resd,DECK EXT 6X10 AND ENLARGE PATIO 200SF,3/6/2019,3/26/2019,7350,,3,2019,ACTIVE  (ISSUED),156193
1714240159,Building,Addition,ADDITION,4/30/2018,6/12/2018,26144,,6,2018,Complete,148712
1714240159,Building,Addition,"ADDITION: Adding a mudroom of about 82sf heated.

ALTERATION: Existing kitchen is going to be renova",7/24/2024,8/23/2024,66467.04,,8,2024,Complete,BLDR-036931-2024
1714222848,Building,Alterations/repairs,INTERIOR RENOVATIONS,6/26/2013,6/27/2013,45000,41540.5122,6,2013,INACTIVE (INSPECTIONS COMPLETED),107562
1714222848,Building,Other,"REPLACE LANDING, STEPS AT SIDE ENTRANCE",6/25/2013,6/27/2013,1200,,6,2013,INACTIVE (INSPECTIONS COMPLETED),107557
1714222848,Building,Alterations/repairs,REROOF,11/7/2003,11/7/2003,2500,38400.60216,11,2003,INACTIVE (INSPECTIONS COMPLETED),032248
1714220923,Building,Addition,ADDITION TO STAIRCASE ON 2ND FLOOR,2/19/2009,2/19/2009,600,,2,2009,INACTIVE (INSPECTIONS COMPLETED),079651
1714220923,Building,Addition,ADD 2ND FLOOR  TO EXISTING 1 STORY HOUSE,12/2/2008,12/4/2008,5400,,12,2008,INACTIVE (INSPECTIONS COMPLETED),078808
1714208214,Building,New Building,SFD,10/28/2009,11/6/2009,129265,40189.88126,11,2009,INACTIVE (INSPECTIONS COMPLETED),083432
1714208214,Demolition,Demolish,DEMO SFD,10/19/2009,10/19/2009,8000,,10,2009,INACTIVE (INSPECTIONS COMPLETED),083278
1714146211,Building,Alterations/repairs,REBUILD PORCH,9/26/2007,9/26/2007,5000,40107.52869,9,2007,INACTIVE (INSPECTIONS COMPLETED),070262
1714131927,Building,Alterations/repairs,INTERIOR RENOVATION,11/9/2015,11/9/2015,109366,42452.54166,11,2015,INACTIVE (INSPECTIONS COMPLETED),126734
1714131927,Building,Alteration/Repairs,FRONT & BACK PORCHES,11/9/2015,11/18/2015,0,,11,2015,Complete,126739
1714099529,Building,Other,ADD DECK AND STAIRS,1/13/2015,1/16/2015,8500,,1,2015,INACTIVE (INSPECTIONS COMPLETED),119162
1714099529,Building,Other,ADD EXTERIOR WOOD STAIRCASE/LANDING,7/9/2014,7/15/2014,2500,,7,2014,INACTIVE (INSPECTIONS COMPLETED),115383
1714099529,Building,Addition,SECOND FLOOR ADDITION OVER EXISTING FOOTPRIN,7/3/2014,7/16/2014,40000,,7,2014,INACTIVE (INSPECTIONS COMPLETED),115275
1714099529,Building,Alterations/repairs,RENOVATION,7/3/2014,7/3/2014,185000,42033.54177,7,2014,INACTIVE (INSPECTIONS COMPLETED),115274
1714098397,Building,Addition,Addition of a one-story bedroom and bath on the rear of the existing residence with a mudroom/ laund,2/1/2022,2/16/2022,47780.4,,2,2022,Expired-Closed,BLDR-005930-2022
